Soil Moisture,Temperature,Soil Humidity,Time,Air temperature (C),Air humidity (%),Status
68,7,49,4,34.44,2.59,OFF
1,8,63,17,34.4,2.24,OFF
65,29,67,67,34.37,1.9,ON
48,5,45,73,34.41,1.92,OFF
67,8,26,4,34.45,1.93,OFF
71,28,43,28,34.67,1.91,OFF
51,25,34,77,34.9,1.89,ON
30,35,51,103,34.7,1.82,OFF
2,22,46,37,34.49,1.75,ON
37,30,63,89,34.98,1.69,OFF
43,37,32,100,35.48,1.64,OFF
50,29,56,78,35.34,1.58,ON
17,3,46,87,35.21,1.52,ON
90,35,32,9,35.16,1.32,OFF
23,8,60,97,35.12,1.12,OFF
22,9,69,27,34.67,1.44,ON
37,34,66,84,34.23,1.77,ON
37,2,56,11,33.94,1.86,ON
89,25,42,4,33.64,1.95,OFF
38,41,37,36,33.12,2.01,ON
88,21,29,29,32.59,2.07,OFF
12,28,37,62,32.66,2.25,ON
48,20,49,55,32.72,2.43,ON
87,0,44,64,33.04,2.04,OFF
80,11,22,20,33.36,1.66,OFF
62,29,68,31,33.53,1.4,OFF
46,22,42,80,33.71,1.14,ON
88,9,57,1,33.86,1.1,OFF
22,11,38,37,34,1.05,ON
19,27,63,96,33.9,1.04,OFF
33,20,39,77,33.8,1.04,ON
68,40,60,77,33.67,1.16,ON
49,44,50,43,33.54,1.27,ON
6,38,25,70,33.68,1.48,ON
10,23,63,18,33.82,1.68,ON
8,1,26,66,33.63,1.68,ON
20,44,24,29,33.44,1.69,ON
39,31,20,49,33.38,1.66,ON
28,41,55,6,33.31,1.63,ON
58,17,61,33,33.3,1.38,ON
47,1,36,94,33.29,1.14,OFF
90,17,31,53,33.02,1.32,OFF
3,2,39,58,32.76,1.5,ON
88,41,30,75,32.78,1.39,ON
85,6,53,36,32.79,1.28,OFF
75,27,56,63,32.92,1.28,ON
38,3,30,56,33.04,1.29,OFF
49,3,43,37,33.02,1.3,ON
68,35,69,39,33.01,1.31,OFF
69,21,55,4,33.07,1.04,ON
51,43,50,69,33.13,0.76,ON
48,18,23,93,33.08,0.7,OFF
53,2,29,96,33.02,0.64,OFF
22,13,43,66,32.92,0.74,ON
15,9,69,21,32.82,0.85,ON
41,32,64,17,32.77,1.14,ON
79,31,20,28,32.72,1.42,OFF
33,24,58,49,32.63,1.28,OFF
50,31,68,78,32.54,1.14,ON
30,27,27,85,32.6,1,ON
46,40,63,62,32.65,0.86,ON
71,5,20,69,32.45,0.86,OFF
78,45,29,4,32.25,0.86,OFF
73,19,49,81,32.22,0.84,ON
14,4,50,104,32.19,0.81,OFF
59,20,51,30,32.17,0.7,ON
15,38,58,70,32.15,0.59,ON
81,21,60,29,32.06,0.89,OFF
54,42,63,42,31.97,1.19,ON
60,34,33,54,31.84,1.06,ON
42,1,29,54,31.72,0.93,OFF
49,10,35,98,31.64,1.04,OFF
55,27,24,9,31.57,1.16,ON
43,27,36,55,31.52,1.3,ON
48,16,42,57,31.47,1.43,ON
35,32,50,28,31.37,1.42,ON
76,17,35,22,31.27,1.42,OFF
20,37,47,9,31.06,1.26,ON
5,20,48,48,30.84,1.1,ON
48,4,60,97,30.68,1.24,OFF
53,27,23,0,30.52,1.38,ON
18,11,58,56,30.36,1.52,ON
71,24,25,35,30.2,1.66,OFF
7,2,62,0,29.96,2.06,OFF
89,22,34,13,29.72,2.47,OFF
85,11,23,52,29.55,2.62,OFF
71,41,68,3,29.38,2.76,OFF
85,26,30,9,29.08,2.76,OFF
2,37,55,98,28.78,2.77,OFF
29,36,52,77,28.58,2.65,ON
60,18,48,14,28.39,2.53,OFF
46,21,23,38,28.18,2.53,ON
89,10,51,77,27.96,2.53,OFF
76,20,49,2,27.7,2.74,OFF
72,36,23,59,27.45,2.95,ON
18,15,29,24,27.18,3.27,ON
29,9,47,17,26.9,3.59,OFF
56,20,45,62,26.62,3.91,ON
59,39,34,85,26.35,4.23,ON
45,42,65,51,26.11,4.93,ON
31,2,64,40,25.87,5.63,ON
2,2,28,51,25.84,5.87,ON
74,9,24,9,25.81,6.11,OFF
48,3,64,4,25.54,6.91,OFF
1,38,62,100,25.26,7.71,OFF
43,9,53,30,25.28,7.66,OFF
28,0,42,6,25.31,7.62,OFF
30,14,65,24,25.26,7.82,ON
20,7,37,104,25.22,8.02,OFF
14,40,69,36,25.12,8.57,ON
86,22,56,38,25.02,9.13,OFF
47,40,69,9,24.96,9.58,ON
28,44,45,50,24.91,10.03,ON
27,27,57,5,24.74,10.19,ON
84,44,32,41,24.57,10.35,ON
32,37,46,51,24.39,10.43,ON
56,27,59,65,24.21,10.51,ON
53,4,32,29,24.11,10.78,ON
79,23,67,88,24.01,11.06,ON
37,45,63,20,23.95,11.08,ON
23,29,23,6,23.89,11.1,ON
25,4,23,10,23.67,11.68,ON
43,39,46,92,23.45,12.27,OFF
43,33,51,69,23.3,12.64,ON
44,10,69,77,23.15,13.01,ON
69,37,47,5,22.8,14.4,ON
30,15,43,50,22.46,15.8,ON
71,21,36,76,21.69,18.59,ON
59,15,43,89,20.92,21.38,ON
54,28,50,65,20.46,23.44,ON
66,20,34,47,20,25.5,ON
76,6,53,87,19.53,27.56,OFF
13,32,40,6,19.07,29.62,ON
55,2,50,88,18.78,33.3,OFF
45,19,68,13,18.49,36.98,ON
60,19,34,2,18.4,38.71,ON
10,38,28,34,18.3,40.44,ON
39,24,27,92,18.44,41.26,OFF
67,34,39,16,18.58,42.07,OFF
67,31,26,25,18.34,44.31,OFF
9,0,49,30,18.09,46.55,OFF
74,0,64,92,17.87,48.2,OFF
43,45,35,29,17.64,49.85,ON
5,35,56,55,17.48,50.66,ON
60,42,46,98,17.32,51.46,OFF
22,28,25,35,17.16,52.26,ON
78,1,70,45,17,53.06,OFF
15,19,30,52,17.11,53.95,ON
63,38,48,17,17.22,54.84,OFF
64,15,65,24,17.28,54.7,OFF
79,33,45,82,17.34,54.57,ON
59,33,52,47,17.41,54.43,ON
31,44,21,9,17.47,54.3,ON
17,0,49,24,17.53,54.16,OFF
87,0,69,3,17.92,49.74,OFF
89,42,32,42,18.3,45.32,ON
66,4,25,33,18.21,44.74,OFF
56,24,40,48,18.12,44.16,ON
14,1,57,63,18.1,43.17,ON
19,31,63,24,18.08,42.18,ON
3,37,29,29,18.2,39.95,ON
71,31,68,54,18.33,37.72,ON
74,16,37,50,18.42,35.2,ON
21,35,57,80,18.51,32.68,ON
87,10,43,13,18.57,30.62,OFF
22,22,59,96,18.62,28.56,OFF
86,11,30,78,18.51,28.4,OFF
3,24,68,95,18.4,28.24,OFF
31,16,69,3,18.4,27.62,ON
16,32,62,87,18.39,26.99,ON
87,4,28,40,18.42,26.06,OFF
4,12,44,10,18.44,25.13,ON
54,30,67,49,18.52,24.14,ON
11,39,62,27,18.59,23.14,ON
41,21,23,58,18.64,22.22,OFF
89,27,20,34,18.69,21.29,OFF
2,35,23,8,18.82,20.79,ON
76,42,39,86,18.94,20.29,ON
29,6,60,52,18.94,20.45,OFF
9,32,29,96,18.93,20.62,OFF
67,27,52,110,18.96,20.93,OFF
78,9,68,48,18.99,21.24,ON
12,10,34,100,18.84,21.72,OFF
22,42,35,63,18.7,22.2,ON
40,5,65,32,18.59,22.5,ON
85,24,42,99,18.48,22.8,OFF
54,18,29,9,18.37,23.11,ON
76,37,28,63,18.26,23.41,ON
30,9,49,7,18.02,24.06,OFF
28,14,70,12,17.79,24.7,ON
33,6,31,33,17.91,24.15,ON
47,36,39,53,18.03,23.6,ON
27,42,27,68,18.03,23.28,ON
73,8,49,17,18.02,22.96,OFF
7,44,69,93,17.91,22.76,OFF
49,18,56,86,17.8,22.57,OFF
83,20,51,2,17.66,22.48,OFF
8,5,40,41,17.53,22.4,ON
85,44,31,47,17.48,22.46,ON
36,25,36,44,17.43,22.52,ON
18,38,31,52,17.4,22.62,ON
66,3,69,31,17.37,22.73,OFF
89,23,58,23,17.34,22.83,OFF
48,33,51,51,17.54,22.87,ON
57,10,37,78,17.74,22.91,ON
1,11,62,7,18.1,21.76,ON
53,23,56,56,18.45,20.61,OFF
37,21,34,20,18.62,19.95,ON
65,6,25,98,18.8,19.29,OFF
35,9,41,15,18.77,19.33,OFF
23,38,21,61,18.74,19.37,ON
69,15,63,81,18.76,19.27,OFF
45,3,41,74,18.77,19.18,OFF
7,45,25,34,18.72,19.09,ON
21,42,28,6,18.66,19,ON
36,6,41,25,18.64,18.7,ON
64,5,35,103,18.62,18.4,OFF
8,7,35,24,18.58,18.18,ON
59,30,41,55,18.55,17.97,ON
8,14,43,60,18.42,18.01,ON
19,42,40,7,18.29,18.05,ON
63,8,39,106,18.18,17.92,OFF
64,40,59,60,18.08,17.79,ON
81,39,60,38,17.98,17.68,OFF
3,39,20,43,17.88,17.58,ON
56,37,37,17,17.88,17.3,ON
41,31,39,34,17.88,17.01,ON
44,11,26,40,18,16.48,OFF
29,38,40,20,18.13,15.96,ON
43,6,51,26,18.1,15.95,ON
5,30,63,31,18.08,15.94,ON
2,41,38,80,18.04,16.04,ON
64,5,68,80,18.01,16.13,ON
45,40,31,100,17.98,16.23,OFF
68,45,49,1,17.94,16.32,ON
36,20,56,28,17.9,16.42,ON
78,32,28,51,17.87,16.51,ON
53,5,54,27,17.76,16.89,ON
53,34,35,87,17.64,17.27,ON
17,25,44,81,17.57,17.48,ON
32,36,58,105,17.5,17.69,OFF
39,26,59,93,17.45,18.04,OFF
18,35,43,15,17.4,18.38,ON
66,9,63,30,17.62,18.55,OFF
64,9,45,11,17.84,18.72,OFF
67,11,32,17,18.24,18.55,OFF
15,20,22,20,18.63,18.37,ON
19,11,46,12,19.11,18.38,ON
89,34,64,16,19.59,18.4,OFF
64,33,63,67,20.19,17.72,ON
42,32,70,34,20.78,17.04,ON
68,13,47,16,21.3,16.26,OFF
74,45,35,13,21.82,15.49,OFF
76,20,35,32,22.34,14.71,OFF
19,32,48,75,22.86,13.94,ON
16,19,20,108,23.38,13.16,OFF
41,10,22,47,23.93,12.5,OFF
90,13,66,95,24.48,11.83,OFF
3,27,55,4,24.8,11.46,ON
17,45,61,43,25.13,11.08,ON
89,31,29,71,25.52,10.74,ON
8,8,61,108,25.92,10.39,OFF
5,38,47,40,26.23,10.32,ON
10,1,30,89,26.54,10.24,ON
77,13,34,110,26.86,9.98,OFF
12,45,21,8,27.17,9.73,ON
83,30,59,86,27.89,9.32,ON
7,8,35,59,28.61,8.92,ON
57,9,33,52,28.88,8.37,ON
19,41,34,80,29.15,7.82,ON
80,18,39,93,29.28,7.39,OFF
77,8,28,89,29.41,6.95,OFF
36,35,31,28,29.44,6.76,ON
32,44,68,71,29.48,6.58,ON
60,5,28,34,29.78,6.35,OFF
6,10,21,2,30.07,6.12,OFF
42,36,56,17,30.47,5.78,ON
90,31,62,7,30.87,5.45,OFF
65,42,32,91,30.91,5.36,OFF
52,34,51,49,30.95,5.26,ON
71,19,20,2,30.99,5.16,OFF
32,39,35,22,31.03,5.07,ON
73,40,37,19,31.28,5.07,OFF
77,2,46,75,31.53,5.08,OFF
8,18,33,11,31.78,5.08,ON
61,12,63,9,32.03,5.08,ON
71,15,26,91,32.12,4.87,OFF
87,41,33,47,32.2,4.66,ON
70,33,26,64,32.3,4.52,ON
36,35,56,49,32.41,4.38,ON
15,10,36,19,32.57,4.31,ON
78,2,24,21,32.73,4.25,OFF
46,34,52,19,32.83,4.09,ON
41,30,21,6,32.93,3.93,ON
81,44,56,8,33.01,3.92,OFF
1,44,34,52,33.09,3.91,ON
83,28,67,34,32.96,3.96,OFF
40,40,53,52,32.82,4,ON
75,39,38,40,33.28,3.72,ON
35,15,64,87,33.74,3.44,ON
51,3,50,42,33.67,3.56,OFF
69,35,32,46,33.59,3.67,ON
87,10,55,97,32.88,3.95,OFF
89,10,57,94,32.17,4.23,OFF
31,0,27,14,31.6,4.54,OFF
66,15,47,11,31.04,4.85,OFF
48,16,22,20,31.13,4.89,ON
79,10,26,29,31.22,4.93,OFF
9,19,50,79,31.52,4.85,ON
52,33,64,14,31.82,4.77,ON
87,35,39,65,31.16,4.84,ON
1,24,50,11,30.5,4.91,OFF
48,44,32,10,31.05,4.66,ON
90,37,29,10,31.6,4.42,OFF
7,17,63,75,32.1,3.84,ON
59,26,27,64,32.48,3.81,OFF
7,3,41,26,32.87,3.78,ON
57,32,43,24,32.87,3.46,OFF
51,2,35,12,32.87,3.14,OFF
19,34,26,103,32.23,3.58,OFF
84,35,49,9,31.59,4.02,OFF
68,0,38,88,31.54,4.1,OFF
44,3,44,86,31.5,4.17,OFF
25,18,45,50,31.16,4.14,ON
37,22,48,6,30.83,4.11,ON
66,41,20,64,31.18,4.22,ON
80,20,42,1,31.54,4.33,OFF
9,15,43,79,31.79,4.05,ON
66,12,31,18,32.04,3.77,OFF
82,40,70,76,32.18,3.54,ON
36,1,46,108,32.32,3.31,OFF
55,31,63,107,32.41,3.48,OFF
82,21,61,101,32.5,3.65,OFF
55,45,50,76,32.19,3.71,ON
32,28,46,24,31.88,3.77,ON
90,14,28,89,31.92,3.76,OFF
65,21,24,35,31.97,3.74,OFF
71,43,53,92,32.08,3.5,OFF
3,25,63,1,32.19,3.26,ON
24,36,67,61,32.06,3.44,ON
15,16,63,59,31.94,3.63,ON
77,28,33,66,31.86,3.81,ON
82,38,49,13,31.79,3.99,OFF
1,36,51,52,31.8,3.94,ON
51,41,50,88,31.8,3.88,ON
10,39,66,63,31.52,3.97,ON
89,28,35,93,31.24,4.06,OFF
54,24,52,5,30.96,4.15,ON
70,17,25,53,30.68,4.24,OFF
71,38,44,36,31,4.07,OFF
59,34,48,28,31.33,3.9,ON
71,41,51,101,31.06,3.86,OFF
10,24,21,53,30.78,3.81,ON
65,8,30,101,30.5,4,OFF
68,7,70,18,30.23,4.18,OFF
54,40,64,109,29.96,4.36,OFF
49,26,41,2,29.68,4.55,ON
54,18,22,64,29.38,4.58,OFF
12,25,61,24,29.07,4.61,OFF
30,18,53,71,29.44,4.56,OFF
50,15,65,92,29.8,4.51,OFF
7,41,66,61,29.83,4.6,ON
16,33,59,85,29.85,4.68,ON
73,22,51,6,29.64,4.94,OFF
77,38,45,19,29.43,5.2,OFF
7,45,66,52,28.94,5.58,ON
52,36,26,52,28.46,5.96,ON
57,26,50,20,28.36,5.77,ON
9,45,28,14,28.27,5.58,ON
63,45,63,8,28.04,5.83,ON
1,31,54,107,27.8,6.08,OFF
9,30,35,10,27.76,5.96,ON
17,29,64,58,27.73,5.84,ON
44,28,56,109,27.54,6.36,OFF
89,38,52,4,27.35,6.89,OFF
64,16,41,51,27.26,6.76,ON
14,12,36,10,27.16,6.62,ON
13,14,21,53,27.04,6.56,ON
52,31,52,0,26.91,6.49,ON
57,18,31,82,26.74,6.74,OFF
7,39,60,63,26.57,6.98,ON
39,21,49,21,26.48,7.19,ON
78,35,21,12,26.39,7.4,OFF
47,20,41,31,26.26,7.69,ON
62,22,33,69,26.12,7.98,ON
13,28,31,56,26,8.16,ON
80,35,61,58,25.87,8.34,ON
32,16,28,3,25.78,8.56,ON
90,17,38,49,25.69,8.77,ON
75,24,21,19,25.58,8.95,OFF
10,14,39,100,25.46,9.13,OFF
55,13,44,88,25.48,9.09,ON
73,0,23,45,25.5,9.05,OFF
29,43,22,34,25.37,9.37,ON
24,22,40,41,25.23,9.68,ON
30,26,67,22,25.1,10,ON
19,28,34,32,24.98,10.34,ON
29,21,48,66,24.85,10.67,ON
42,44,22,29,24.68,11.01,ON
31,6,43,42,24.52,11.35,OFF
48,42,45,91,24.26,12.26,OFF
62,43,26,103,24.01,13.16,OFF
12,13,63,106,24,13.14,OFF
85,27,40,7,23.98,13.11,OFF
9,18,23,3,24.01,13.38,ON
45,45,28,63,24.04,13.64,ON
86,11,40,98,24.06,13.91,OFF
47,16,67,3,24.09,14.18,ON
45,9,50,84,24.03,14.4,OFF
60,21,38,33,23.97,14.63,OFF
77,12,62,78,23.89,15.04,OFF
56,15,60,16,23.81,15.44,ON
8,37,20,54,23.68,15.98,ON
8,23,26,1,23.55,16.52,ON
35,32,22,84,23.5,16.67,ON
6,36,55,53,23.45,16.82,ON
72,27,66,39,23.3,17.46,OFF
8,43,51,76,23.16,18.11,ON
76,18,26,53,23.01,18.54,OFF
34,8,29,8,22.86,18.97,OFF
63,43,22,3,22.83,18.89,ON
14,3,65,10,22.8,18.81,ON
74,9,35,47,22.74,18.83,ON
41,6,26,11,22.69,18.85,ON
90,22,53,93,22.61,18.87,OFF
44,6,28,107,22.53,18.89,OFF
12,33,27,55,22.51,18.55,ON
13,18,53,61,22.49,18.2,ON
21,29,67,40,22.41,17.83,ON
69,27,69,44,22.33,17.47,ON
60,33,49,49,22.32,16.81,ON
84,16,42,74,22.32,16.15,ON
21,45,33,40,22.3,15.68,ON
62,34,21,39,22.27,15.22,OFF
67,19,21,66,22.2,15.06,OFF
69,36,42,109,22.13,14.89,OFF
55,9,54,66,22.04,14.72,OFF
78,37,60,34,21.94,14.54,OFF
30,37,49,37,21.85,14.39,ON
67,43,68,91,21.76,14.24,OFF
58,40,44,108,21.53,15.09,OFF
66,24,34,0,21.3,15.94,ON
70,31,64,10,21.23,16.3,OFF
2,9,29,106,21.17,16.66,OFF
20,12,29,109,21.1,17.02,OFF
79,4,69,30,21.03,17.38,OFF
80,37,54,82,20.97,17.74,ON
72,5,27,10,20.9,18.1,OFF
60,34,42,33,20.79,18.44,OFF
16,6,26,6,20.67,18.78,OFF
9,29,56,2,20.56,19.13,ON
39,22,22,0,20.45,19.47,ON
83,45,50,50,20.29,20.3,ON
39,13,69,64,20.13,21.14,ON
55,30,63,47,19.97,21.84,OFF
24,43,35,10,19.81,22.53,ON
69,2,35,104,19.68,22.84,OFF
62,45,62,44,19.56,23.16,ON
18,16,21,110,19.5,23.03,OFF
35,17,29,2,19.44,22.9,ON
59,16,51,62,19.44,22.94,OFF
30,33,61,47,19.43,22.99,ON
37,8,55,106,19.38,23.28,OFF
51,14,47,8,19.34,23.57,ON
42,36,56,6,19.31,23.17,ON
57,38,45,28,19.28,22.77,ON
61,18,31,24,19.37,21.98,OFF
68,3,59,0,19.46,21.19,OFF
21,13,68,25,19.41,21.22,ON
43,16,35,62,19.36,21.24,ON
6,5,54,65,19.34,21.18,ON
66,6,27,59,19.31,21.11,OFF
87,23,25,78,19.29,21.05,OFF
18,39,34,92,19.2,21.14,OFF
67,28,40,107,19.1,21.22,OFF
79,2,49,101,19.05,21.28,OFF
42,38,24,77,18.99,21.34,ON
11,12,53,87,18.94,21.5,ON
9,44,70,53,18.89,21.66,ON
21,18,26,49,18.83,21.8,OFF
57,7,32,81,18.76,21.94,ON
52,36,55,71,18.71,22.01,ON
89,28,65,60,18.66,22.08,ON
1,22,58,5,18.54,22.4,ON
77,13,49,109,18.41,22.72,OFF
85,19,42,35,18.38,22.55,OFF
38,32,28,73,18.34,22.38,ON
9,0,21,24,18.31,21.84,OFF
10,0,43,94,18.28,21.31,OFF
27,17,57,105,18.24,20.76,OFF
31,5,41,31,18.21,20.21,ON
24,17,70,25,18.19,19.92,ON
6,33,64,48,18.16,19.62,ON
67,29,23,45,18.15,19.27,ON
46,44,37,45,18.14,18.93,ON
3,25,48,83,18.14,18.7,ON
12,35,29,48,18.13,18.47,ON
73,21,26,61,18.03,18.54,OFF
74,32,47,25,17.93,18.62,OFF
72,37,69,1,17.84,18.75,OFF
87,13,64,2,17.74,18.88,OFF
1,26,29,63,17.61,19.24,ON
69,14,39,110,17.48,19.59,OFF
29,32,30,101,17.34,20.24,OFF
25,3,41,1,17.2,20.89,OFF
86,7,50,26,17.13,20.78,OFF
44,25,69,109,17.06,20.66,OFF
20,6,26,86,16.99,20.54,ON
70,20,52,11,16.92,20.43,OFF
38,29,22,3,16.88,20.51,ON
81,7,66,107,16.83,20.59,OFF
45,10,37,11,16.76,20.84,ON
35,23,39,17,16.69,21.08,ON
73,8,20,75,16.61,21.04,OFF
85,16,56,40,16.53,21,OFF
33,42,70,22,16.42,21.37,ON
52,35,65,61,16.32,21.74,ON
26,36,25,9,16.26,21.83,ON
41,1,34,21,16.21,21.92,OFF
83,39,30,47,16.12,21.69,ON
13,6,45,33,16.04,21.46,ON
52,24,47,59,15.98,21.33,ON
37,0,34,43,15.93,21.2,OFF
75,17,58,6,15.87,21.07,OFF
72,36,31,40,15.82,20.94,ON
46,2,48,11,15.77,20.81,ON
66,41,53,66,15.75,20.58,ON
39,32,39,91,15.73,20.34,OFF
57,8,40,63,15.83,19.93,OFF
31,4,57,108,15.93,19.52,OFF
72,28,44,37,15.8,20.02,OFF
36,43,27,64,15.67,20.51,ON
73,34,59,56,15.84,20.6,ON
5,37,69,53,16.02,20.7,ON
9,30,49,98,16.5,20.4,OFF
29,23,26,27,16.98,20.09,ON
45,34,37,46,17.33,20.23,ON
48,17,55,73,17.67,20.37,OFF
14,27,53,95,18.08,20.34,OFF
7,6,56,98,18.49,20.31,OFF
13,29,65,57,18.97,19.9,ON
70,27,31,17,19.45,19.48,OFF
35,4,33,14,19.94,18.84,ON
86,31,47,94,20.43,18.21,OFF
13,7,60,96,21.11,17.32,OFF
8,16,32,44,21.79,16.42,ON
42,7,69,10,22.47,15.52,ON
69,30,49,6,23.15,14.63,ON
20,26,42,48,23.62,13.76,ON
52,3,45,54,24.09,12.88,OFF
71,41,28,82,24.51,12.16,ON
63,14,25,36,24.92,11.45,OFF
4,20,69,82,25.36,10.8,ON
60,26,29,23,25.8,10.15,OFF
54,27,48,86,26.16,9.66,ON
83,15,22,70,26.51,9.18,OFF
27,6,20,66,26.77,9.08,OFF
35,17,70,61,27.03,8.98,ON
37,44,42,84,26.85,8.82,ON
12,37,35,82,26.67,8.66,ON
24,16,58,47,26.84,8.52,OFF
55,30,57,102,27.02,8.37,OFF
21,0,49,67,27.54,8.2,OFF
28,18,61,34,28.06,8.02,ON
12,42,29,18,28.17,7.72,ON
70,7,21,95,28.29,7.42,OFF
10,12,54,20,28.56,7.42,ON
32,9,24,35,28.84,7.43,ON
36,28,26,50,28.85,7.18,ON
36,14,59,9,28.86,6.92,ON
40,12,32,8,28.82,6.84,ON
81,38,20,60,28.78,6.75,ON
60,15,22,21,29.16,6.45,OFF
63,36,60,27,29.55,6.15,OFF
52,13,62,9,29.6,6.02,ON
12,8,27,94,29.64,5.88,OFF
31,0,67,61,30.02,5.92,OFF
70,30,70,71,30.39,5.96,ON
77,31,35,36,30.74,5.86,OFF
65,18,62,86,31.08,5.76,OFF
42,14,23,36,31.25,5.68,ON
79,43,39,16,31.42,5.61,OFF
84,6,59,36,31.27,5.5,OFF
52,21,38,58,31.12,5.38,ON
58,12,67,35,31.18,5.38,ON
65,34,69,41,31.24,5.37,ON
49,25,66,89,31.26,5.36,ON
32,39,68,0,31.28,5.35,ON
1,11,67,3,31.31,5.33,ON
4,11,38,87,31.33,5.32,ON
30,45,60,40,31.06,5.51,ON
67,43,21,37,30.79,5.7,OFF
89,19,49,77,30.52,5.88,ON
63,28,44,49,30.25,6.07,ON
24,33,20,104,30.17,6.1,OFF
70,6,52,10,30.08,6.12,OFF
37,23,37,91,30,6.15,OFF
45,30,52,46,29.92,6.18,ON
65,34,44,97,30.16,6.15,OFF
1,44,37,55,30.41,6.13,ON
88,22,69,72,30.46,5.99,ON
63,37,28,83,30.51,5.85,ON
9,23,46,73,30.56,5.71,ON
56,33,40,24,30.61,5.57,OFF
20,5,61,39,30.65,5.52,ON
14,11,66,6,30.69,5.48,ON
80,31,30,41,30.73,5.44,ON
72,44,23,73,30.77,5.39,ON
86,25,48,106,30.68,5.08,OFF
29,38,47,108,30.59,4.77,OFF
61,11,43,16,30.66,4.9,OFF
70,18,31,103,30.72,5.04,OFF
24,3,54,46,30.84,5.18,OFF
8,11,69,44,30.95,5.31,ON
63,21,29,51,30.94,5.16,OFF
63,7,60,110,30.94,5.01,OFF
21,36,25,110,30.94,4.86,OFF
70,19,64,10,30.93,4.71,OFF
46,42,29,93,30.86,4.7,OFF
63,34,52,77,30.79,4.68,ON
66,32,67,91,31.02,4.69,OFF
90,42,51,57,31.25,4.7,ON
44,33,30,110,31.22,4.5,OFF
73,4,58,100,31.18,4.29,OFF
7,35,60,61,31.16,4.08,ON
4,23,67,58,31.14,3.87,ON
59,28,70,9,31.14,3.68,ON
58,14,51,69,31.13,3.49,OFF
1,10,66,60,30.9,3.74,ON
5,36,28,26,30.67,4,ON
87,2,47,98,30.75,4.18,OFF
34,24,48,110,30.83,4.36,OFF
27,0,32,54,30.8,4.54,OFF
41,39,28,70,30.76,4.73,ON
39,23,22,40,30.66,4.8,ON
4,45,21,40,30.55,4.86,ON
3,5,21,62,30.52,5.12,ON
35,13,26,73,30.49,5.37,OFF
82,12,67,19,30.4,6.02,OFF
90,33,34,9,30.32,6.68,OFF
5,31,61,76,30.23,6.68,ON
90,40,62,87,30.14,6.68,ON
42,15,21,74,30.04,6.67,OFF
54,14,40,52,29.95,6.67,ON
41,17,20,34,29.77,6.62,ON
46,43,31,11,29.59,6.57,ON
68,11,52,29,29.41,6.52,OFF
57,10,49,5,29.23,6.47,OFF
21,8,53,29,29.14,6.65,OFF
49,4,44,62,29.04,6.83,OFF
16,9,44,26,28.86,7,OFF
64,14,37,41,28.67,7.16,ON
32,34,27,70,28.52,7.02,ON
28,5,48,30,28.37,6.88,ON
45,27,29,94,28.2,7.06,OFF
14,45,34,108,28.04,7.23,OFF
35,25,23,67,27.83,7.58,ON
1,27,41,103,27.62,7.92,OFF
90,13,53,25,27.44,7.66,OFF
69,25,52,29,27.27,7.4,OFF
86,42,24,79,27.1,7.45,ON
60,35,44,101,26.94,7.5,OFF
4,15,56,98,26.78,7.56,OFF
41,3,28,24,26.63,7.61,ON
72,43,51,89,26.46,7.81,ON
50,32,57,110,26.28,8.01,OFF
40,8,42,106,26.12,8.35,OFF
45,19,42,13,25.95,8.69,ON
17,11,26,78,25.88,8.72,ON
26,4,41,60,25.82,8.74,OFF
84,31,50,106,25.56,9.18,OFF
86,19,70,34,25.31,9.62,OFF
19,27,41,43,25.17,9.8,ON
58,3,69,16,25.04,9.99,ON
60,35,21,57,24.82,10.74,ON
25,34,49,40,24.59,11.5,ON
8,26,57,6,24.42,11.94,ON
90,44,69,19,24.26,12.39,OFF
86,15,59,98,24.22,12.2,OFF
26,10,25,54,24.17,12.02,OFF
14,19,35,13,24.06,12.16,ON
54,32,23,76,23.95,12.29,ON
6,12,43,56,23.88,12.62,ON
46,29,52,32,23.8,12.95,ON
12,22,44,40,23.67,13.3,ON
76,16,43,69,23.54,13.64,ON
7,23,44,108,23.4,14.01,OFF
76,37,61,65,23.26,14.38,ON
30,20,45,96,23.24,14.6,OFF
36,36,25,83,23.23,14.83,ON
19,33,43,43,23.2,15.02,ON
48,36,55,103,23.16,15.22,OFF
88,25,28,0,23.12,15.42,OFF
55,37,25,88,23.08,15.62,ON
13,41,48,83,22.94,15.93,ON
12,8,29,59,22.8,16.25,ON
80,20,37,85,22.72,16.38,ON
90,31,55,38,22.65,16.5,OFF
75,28,24,43,22.64,16.42,ON
55,12,41,55,22.64,16.33,ON
81,38,34,46,22.62,16.29,ON
79,33,58,62,22.6,16.26,ON
71,14,24,68,22.57,16.23,OFF
83,8,47,63,22.55,16.19,OFF
38,10,38,38,22.56,16.13,ON
44,0,62,47,22.58,16.08,OFF
11,34,35,37,22.35,16.72,ON
51,27,31,22,22.12,17.36,ON
88,6,60,97,21.86,18.24,OFF
13,8,30,46,21.6,19.11,ON
14,41,54,69,21.65,18.85,ON
26,5,38,18,21.69,18.58,ON
23,26,26,40,21.74,18.32,OFF
28,44,28,44,21.79,17.96,ON
47,29,31,59,21.84,17.6,OFF
22,8,41,71,21.74,18.12,OFF
85,18,42,73,21.65,18.64,ON
21,12,33,53,21.5,19.17,ON
89,33,69,24,21.35,19.7,OFF
